'HH:MM:SS.SSS', 'HR(%)', 'T1(C)', 'P(hPa)','T2(C)'
12:06:01.429,79.39,17.83,1008.93,17.83
12:06:02.454,79.06,18,1008.93,17.85
12:06:03.489,79.03,18,1008.96,17.87
12:06:04.516,79.05,18.07,1008.95,17.89
12:06:05.548,78.99,18.09,1008.88,17.89
12:06:06.530,78.87,18.09,1008.91,17.89
12:06:07.563,78.51,18.12,1008.82,17.9
12:06:08.591,77.3,18.1,1008.85,17.89
12:06:09.623,76.61,18.1,1008.94,17.88
12:06:10.655,76.17,18.1,1008.91,17.9
12:06:11.687,76.17,18.07,1008.92,17.91
12:06:12.669,76.05,18.1,1008.9,17.91
12:06:13.703,75.95,18.1,1008.94,17.92
12:06:14.735,76,18.09,1008.93,17.92
12:06:15.768,75.8,18.09,1008.92,17.93
12:06:16.794,75.69,18.09,1008.93,17.93
12:06:17.824,75.81,18.12,1008.92,17.95
12:06:18.810,75.59,18.1,1008.95,17.94
12:06:19.843,75.56,18.14,1008.89,17.94
12:06:20.874,75.51,18.18,1008.9,17.95
12:06:21.906,75.48,18.14,1008.91,17.96
12:06:22.934,75.42,18.18,1008.9,17.96
12:06:23.917,75.27,18.16,1008.89,17.95
12:06:24.977,75.23,18.12,1008.92,17.96
12:06:26.005,75.12,18.18,1008.93,17.98
12:06:26.999,75.11,18.18,1008.93,17.98
12:06:28.030,74.94,18.16,1008.92,17.98
12:06:29.059,74.86,18.19,1008.91,17.98
12:06:30.090,74.92,18.12,1008.92,17.97
12:06:31.116,74.78,18.16,1008.92,17.99
12:06:32.142,74.86,18.19,1008.94,17.98
12:06:33.172,74.7,18.18,1008.88,17.99
12:06:34.153,74.71,18.16,1008.95,17.99
12:06:35.183,74.64,18.14,1008.94,17.99
12:06:36.213,74.55,18.19,1008.93,17.99
12:06:37.246,74.44,18.21,1008.89,18
12:06:38.270,74.36,18.18,1008.94,18
12:06:39.301,74.34,18.18,1008.92,17.99
12:06:40.326,74.25,18.14,1008.89,17.98
12:06:41.311,74.19,18.19,1008.91,17.99
12:06:42.344,74.26,18.16,1008.91,17.99
12:06:43.373,74.16,18.19,1008.93,17.98
12:06:44.401,74.16,18.16,1008.9,17.97
12:06:45.430,74.11,18.18,1008.93,17.97
12:06:46.459,74.03,18.16,1008.91,17.99
12:06:47.487,73.95,18.14,1008.97,17.98
12:06:48.468,73.96,18.18,1008.91,17.97
12:06:49.496,73.98,18.18,1008.92,17.95
12:06:50.529,73.95,18.18,1008.93,17.95
12:06:51.558,73.9,18.14,1008.95,17.94
12:06:52.585,73.91,18.16,1008.88,17.96
12:06:53.614,73.89,18.18,1008.91,17.95
12:06:54.642,73.66,18.1,1008.95,17.97
12:06:55.673,73.64,18.14,1008.98,17.97
12:06:56.660,73.66,18.19,1008.93,17.97
12:06:57.692,73.7,18.14,1008.95,17.97
12:06:58.720,73.64,18.16,1008.91,17.96
12:06:59.749,73.61,18.12,1008.91,17.97
12:07:00.780,73.59,18.14,1008.94,17.97
12:07:01.811,73.52,18.16,1008.91,17.98
12:07:02.795,73.69,18.16,1008.96,17.98
12:07:03.826,73.56,18.16,1008.93,17.96
12:07:04.858,73.5,18.1,1008.92,17.96
12:07:05.891,73.5,18.1,1008.88,17.97
12:07:06.922,73.46,18.14,1008.9,17.98
12:07:07.903,73.45,18.18,1008.92,17.97
12:07:08.934,73.37,18.18,1008.98,17.96
12:07:09.963,73.48,18.14,1008.92,17.96
12:07:10.998,73.35,18.14,1008.92,17.97
12:07:12.027,73.33,18.14,1008.93,17.95
12:07:13.053,73.38,18.14,1008.94,17.95
12:07:14.082,73.52,18.12,1008.94,17.96
12:07:15.065,73.4,18.1,1008.93,17.96
12:07:16.099,73.38,18.14,1008.93,17.95
12:07:17.131,73.23,18.16,1008.91,17.94
12:07:18.161,73.32,18.14,1008.93,17.94
12:07:19.194,73.33,18.12,1008.95,17.95
12:07:20.223,73.41,18.16,1008.92,17.96
12:07:21.210,73.35,18.18,1008.94,17.96
12:07:22.244,73.38,18.1,1008.92,17.95
12:07:23.278,73.41,18.19,1008.93,17.95
12:07:24.306,73.31,18.19,1008.95,17.95
12:07:25.336,73.35,18.18,1008.9,17.94
12:07:26.319,73.24,18.1,1008.96,17.95
12:07:27.347,73.34,18.14,1008.94,17.95
12:07:28.376,73.26,18.16,1008.94,17.95
12:07:29.405,73.33,18.16,1008.94,17.94
12:07:30.435,73.31,18.1,1008.95,17.94
12:07:31.472,73.33,18.12,1008.95,17.94
12:07:32.496,73.2,18.12,1008.93,17.95
12:07:33.525,73.29,18.1,1008.93,17.94
12:07:34.508,73.17,18.12,1008.94,17.94
12:07:35.538,73.24,18.1,1008.95,17.93
12:07:36.563,73.28,18.14,1008.93,17.95
12:07:37.592,73.14,18.12,1008.9,17.93
12:07:38.623,73.26,18.18,1008.93,17.93
12:07:39.657,73.14,18.12,1008.92,17.93
12:07:40.644,73.15,18.12,1008.94,17.93
12:07:41.674,73.14,18.12,1008.92,17.93
12:07:42.705,73.23,18.18,1008.96,17.94
12:07:43.733,73.05,18.16,1008.95,17.93
12:07:44.765,73.13,18.18,1008.94,17.92
12:07:45.797,73.13,18.18,1008.95,17.93
12:07:46.783,73.07,18.16,1008.9,17.94
12:07:47.811,73.04,18.14,1008.95,17.94
12:07:48.838,73.08,18.12,1008.96,17.93
12:07:49.868,73.04,18.1,1008.91,17.94
12:07:50.895,73.12,18.16,1008.93,17.94
12:07:51.927,73.1,18.16,1008.95,17.94
12:07:52.958,73.08,18.1,1008.92,17.93
12:07:53.941,73.02,18.14,1008.92,17.92
12:07:54.973,73.1,18.14,1008.92,17.92
12:07:56.003,73.03,18.12,1008.94,17.92
12:07:57.032,73.08,18.12,1008.94,17.92
12:07:58.059,73.07,18.09,1008.92,17.93
12:07:59.090,73.14,18.12,1008.89,17.92
12:08:00.103,73.02,18.1,1008.92,17.9
12:08:01.123,73.01,18.07,1008.93,17.91
12:08:02.153,73.02,18.1,1008.92,17.9
12:08:03.185,73.04,18.09,1008.95,17.91
12:08:04.169,72.97,18.09,1008.92,17.89
12:08:05.205,73.04,18.05,1008.91,17.9
12:08:06.233,73.01,18.1,1008.91,17.88
12:08:07.263,73.06,18.03,1008.91,17.87
12:08:08.291,72.88,18.05,1008.91,17.88
12:08:09.320,73.05,18.05,1008.91,17.89
12:08:10.303,73.14,18.09,1008.95,17.89
12:08:11.329,73.06,18.05,1008.94,17.89
12:08:12.360,73,18.05,1008.96,17.9
12:08:13.390,72.98,18.07,1008.94,17.9
12:08:14.420,72.98,18.07,1008.96,17.9
12:08:15.448,73,18.09,1008.92,17.89
12:08:16.476,73,18.05,1008.91,17.89
12:08:17.495,72.95,18.09,1008.94,17.91
12:08:18.522,72.98,18.07,1008.94,17.89
12:08:19.554,72.98,18.1,1008.92,17.89
12:08:20.536,73,18.09,1008.9,17.89
12:08:21.570,73.04,18.07,1008.91,17.89
12:08:22.601,73,18.05,1008.93,17.89
12:08:23.629,73,18.09,1008.95,17.89
12:08:24.657,72.99,18.07,1008.95,17.89
12:08:25.690,73.06,18.12,1008.93,17.89
12:08:26.670,73.04,18.07,1008.94,17.89
12:08:27.704,72.93,18.1,1008.95,17.89
12:08:28.737,73,18.09,1008.93,17.89
12:08:29.768,73,18.09,1008.92,17.89
12:08:30.798,73,18.07,1008.93,17.88
12:08:31.782,72.95,18.12,1008.91,17.89
12:08:32.813,73.01,18.05,1008.94,17.89
12:08:33.841,73,18.09,1008.9,17.89
12:08:34.872,72.96,18.1,1008.91,17.88
12:08:35.899,72.92,18.05,1008.95,17.89
12:08:36.931,73,18.05,1008.91,17.9
12:08:37.965,72.99,18.07,1008.93,17.88
12:08:38.951,72.98,18.03,1008.89,17.88
12:08:39.982,72.95,18.09,1008.92,17.88
12:08:41.010,73.01,18.09,1008.95,17.89
12:08:42.039,73,18.1,1008.95,17.89
12:08:43.065,72.96,18.05,1008.96,17.89
12:08:44.099,72.84,18.09,1008.98,17.88
12:08:45.127,72.96,18.1,1008.93,17.87
12:08:46.155,73.02,18.05,1008.94,17.86
12:08:47.139,72.9,18.07,1008.93,17.86
12:08:48.166,72.94,18.05,1008.94,17.85
12:08:49.195,72.94,18.03,1008.94,17.86
12:08:50.229,72.9,18.07,1008.94,17.85
12:08:51.263,72.99,18.03,1008.93,17.85
12:08:52.289,72.9,18.07,1008.94,17.85
12:08:53.271,72.91,18.05,1008.92,17.85
12:08:54.299,72.88,18.01,1008.93,17.86
12:08:55.330,72.87,18.03,1008.93,17.85
12:08:56.364,72.86,18.07,1008.92,17.85
12:08:57.391,72.9,18.03,1008.97,17.86
12:08:58.421,72.75,18.09,1008.92,17.85
12:08:59.451,72.74,18.01,1008.94,17.84
12:09:00.434,72.84,18.05,1008.97,17.84
12:09:01.468,72.86,18.05,1008.92,17.84
12:09:02.495,72.8,18.03,1008.9,17.83
12:09:03.527,72.82,18.05,1008.9,17.84
12:09:04.559,72.81,18.01,1008.92,17.84
12:09:05.589,72.84,18,1008.91,17.83
12:09:06.573,72.85,18.01,1008.95,17.82
12:09:07.602,72.76,18,1008.89,17.8
12:09:08.630,72.62,17.94,1008.95,17.8
12:09:09.656,72.81,17.92,1008.89,17.79
12:09:10.686,72.74,17.96,1008.94,17.79
12:09:11.713,72.79,17.94,1008.91,17.8
12:09:12.743,72.74,17.96,1008.94,17.78
12:09:13.771,72.74,17.96,1008.94,17.77
12:09:14.756,72.72,17.89,1008.97,17.79
12:09:15.788,72.78,17.92,1008.92,17.78
12:09:16.818,72.78,17.92,1008.91,17.77
12:09:17.847,72.75,17.94,1008.91,17.77
12:09:18.880,72.67,17.92,1008.89,17.76
12:09:19.909,72.69,17.89,1008.92,17.76
12:09:20.894,72.65,17.85,1008.94,17.76
12:09:21.925,72.6,17.89,1008.93,17.76
12:09:22.954,72.69,17.89,1008.93,17.75
12:09:23.984,72.7,17.87,1008.88,17.74
12:09:25.017,72.62,17.85,1008.93,17.74
12:09:26.042,72.61,17.89,1008.91,17.75
12:09:27.069,72.67,17.91,1008.93,17.75
12:09:28.049,72.66,17.91,1008.94,17.74
12:09:29.077,72.56,17.91,1008.93,17.75
12:09:30.111,72.71,17.89,1008.91,17.75
12:09:31.137,72.6,17.91,1008.93,17.72
12:09:32.165,72.62,17.89,1008.91,17.72
12:09:33.201,72.59,17.92,1008.94,17.74
12:09:34.229,72.66,17.92,1008.91,17.73
12:09:35.217,72.59,17.91,1008.91,17.72
12:09:36.245,72.61,17.89,1008.9,17.73
12:09:37.275,72.64,17.87,1008.91,17.72
12:09:38.305,72.74,17.91,1008.93,17.73
12:09:39.336,72.63,17.89,1008.91,17.73
12:09:40.366,72.6,17.92,1008.9,17.71
12:09:41.349,72.6,17.92,1008.88,17.71
12:09:42.379,72.59,17.89,1008.93,17.71
12:09:43.405,72.59,17.83,1008.91,17.72
12:09:44.436,72.61,17.83,1008.92,17.71
12:09:45.450,72.69,17.83,1008.9,17.7
12:09:46.482,72.58,17.87,1008.94,17.7
12:09:47.514,72.55,17.85,1008.91,17.68
12:09:48.543,72.65,17.85,1008.94,17.68
12:09:49.574,72.59,17.82,1008.94,17.68
12:09:50.559,72.68,17.83,1008.93,17.68
12:09:51.591,72.67,17.82,1008.92,17.68
12:09:52.625,72.61,17.8,1008.89,17.68
12:09:53.653,72.61,17.82,1008.92,17.68
12:09:54.680,72.57,17.82,1008.93,17.69
12:09:55.711,72.71,17.82,1008.94,17.69
12:09:56.693,72.69,17.82,1008.94,17.68
12:09:57.720,72.62,17.8,1008.92,17.69
12:09:58.749,72.64,17.8,1008.91,17.68
12:09:59.777,72.68,17.83,1008.91,17.69
12:10:00.808,72.64,17.85,1008.89,17.68
12:10:01.839,72.68,17.82,1008.95,17.68
12:10:02.868,72.75,17.83,1008.92,17.67
12:10:03.894,72.72,17.82,1008.9,17.67
12:10:04.881,72.79,17.83,1008.88,17.67
12:10:05.909,72.7,17.82,1008.97,17.67
12:10:06.937,72.7,17.85,1008.93,17.66
12:10:07.967,72.72,17.8,1008.9,17.66
12:10:08.995,72.63,17.8,1008.92,17.66
12:10:10.026,72.76,17.83,1008.9,17.65
12:10:11.011,72.76,17.78,1008.94,17.64
12:10:12.041,72.78,17.78,1008.89,17.64
12:10:13.072,72.78,17.76,1008.93,17.64
12:10:14.101,72.79,17.78,1008.93,17.64
12:10:15.133,72.81,17.73,1008.93,17.63
12:10:16.165,72.72,17.78,1008.92,17.63
12:10:17.147,72.83,17.76,1008.94,17.63
12:10:18.175,72.83,17.78,1008.93,17.63
12:10:19.206,72.85,17.74,1008.91,17.62
12:10:20.234,72.75,17.76,1008.92,17.62
12:10:21.265,72.89,17.74,1008.92,17.61
12:10:22.291,72.88,17.74,1008.92,17.6
12:10:23.321,72.73,17.71,1008.88,17.59
12:10:24.354,72.89,17.73,1008.92,17.6
12:10:25.342,72.89,17.71,1008.94,17.57
12:10:26.371,72.83,17.69,1008.93,17.58
12:10:27.402,72.86,17.71,1008.9,17.56
12:10:28.431,72.86,17.74,1008.92,17.58
12:10:29.459,72.97,17.76,1008.95,17.58
12:10:30.493,72.93,17.67,1008.91,17.57
12:10:31.476,72.89,17.74,1008.92,17.57
12:10:32.507,73.03,17.74,1008.9,17.58
12:10:33.538,72.9,17.71,1008.94,17.56
12:10:34.569,73,17.73,1008.91,17.57
12:10:35.601,72.88,17.69,1008.92,17.57
12:10:36.628,72.96,17.73,1008.92,17.57
12:10:37.611,73.05,17.71,1008.93,17.56
12:10:38.641,72.96,17.69,1008.91,17.57
12:10:39.670,73.06,17.69,1008.87,17.56
12:10:40.697,73.09,17.69,1008.92,17.57
12:10:41.721,73.05,17.69,1008.94,17.57
12:10:42.749,73.12,17.71,1008.89,17.57
12:10:43.782,72.93,17.73,1008.91,17.57
12:10:44.768,73.11,17.71,1008.91,17.55
12:10:45.796,73.22,17.71,1008.9,17.56
12:10:46.826,73.04,17.69,1008.91,17.54
12:10:47.853,73.17,17.71,1008.92,17.54
12:10:48.880,73.24,17.69,1008.9,17.54
12:10:49.911,73.09,17.67,1008.94,17.55
12:10:50.939,73.2,17.69,1008.9,17.54
12:10:51.969,73.2,17.69,1008.91,17.55
12:10:52.954,73.2,17.71,1008.91,17.54
12:10:53.981,73.14,17.69,1008.89,17.55
12:10:55.012,73.3,17.65,1008.94,17.56
12:10:56.040,73.18,17.69,1008.91,17.56
12:10:57.073,73.25,17.69,1008.93,17.55
12:10:58.101,73.23,17.67,1008.89,17.56
12:10:59.128,73.26,17.76,1008.9,17.55
12:11:00.160,73.26,17.73,1008.91,17.56
12:11:01.139,73.24,17.74,1008.91,17.57
12:11:02.169,73.31,17.69,1008.91,17.56
12:11:03.201,73.3,17.73,1008.93,17.57
12:11:04.234,73.28,17.71,1008.91,17.55
12:11:05.265,73.31,17.73,1008.9,17.57
12:11:06.293,73.29,17.73,1008.89,17.56
12:11:07.319,73.26,17.74,1008.92,17.56
12:11:08.310,73.2,17.73,1008.92,17.57
12:11:09.339,73.34,17.73,1008.9,17.56
12:11:10.368,73.37,17.76,1008.9,17.55
12:11:11.398,73.22,17.71,1008.94,17.56
12:11:12.431,73.36,17.74,1008.92,17.57
12:11:13.415,73.3,17.73,1008.95,17.55
12:11:14.444,73.26,17.69,1008.91,17.55
12:11:15.475,73.34,17.67,1008.91,17.54
12:11:16.506,73.39,17.69,1008.91,17.54
12:11:17.537,73.41,17.69,1008.9,17.53
12:11:18.568,73.41,17.69,1008.91,17.54
12:11:19.552,73.42,17.69,1008.96,17.53
12:11:20.582,73.41,17.69,1008.95,17.53
12:11:21.611,73.33,17.65,1008.88,17.51
12:11:22.639,73.41,17.67,1008.93,17.52
12:11:23.667,73.42,17.67,1008.92,17.51
12:11:24.698,73.32,17.65,1008.88,17.51
12:11:25.728,73.41,17.65,1008.92,17.51
12:11:26.758,73.48,17.67,1008.93,17.51
12:11:27.744,73.47,17.65,1008.93,17.52
12:11:28.770,73.43,17.65,1008.9,17.51
12:11:29.800,73.55,17.67,1008.95,17.51
12:11:30.830,73.49,17.65,1008.93,17.52
12:11:31.858,73.43,17.65,1008.91,17.51
12:11:32.888,73.51,17.67,1008.9,17.5
12:11:33.920,73.57,17.64,1008.92,17.51
12:11:34.904,73.64,17.65,1008.93,17.51
12:11:35.935,73.51,17.65,1008.92,17.51
12:11:36.964,73.4,17.65,1008.89,17.51
12:11:37.988,73.58,17.65,1008.93,17.51
12:11:39.017,73.54,17.65,1008.91,17.51
12:11:40.046,73.55,17.65,1008.87,17.52
12:11:41.081,73.52,17.64,1008.89,17.51
12:11:42.065,73.55,17.67,1008.87,17.51
12:11:43.091,73.57,17.65,1008.88,17.51
12:11:44.127,73.57,17.69,1008.89,17.51
12:11:45.154,73.53,17.71,1008.92,17.52
12:11:46.181,73.46,17.67,1008.91,17.53
12:11:47.212,73.56,17.73,1008.95,17.52
12:11:48.241,73.59,17.71,1008.9,17.53
12:11:49.224,73.56,17.73,1008.88,17.52
12:11:50.254,73.52,17.73,1008.91,17.53
12:11:51.288,73.57,17.69,1008.92,17.51
12:11:52.318,73.57,17.71,1008.89,17.52
12:11:53.343,73.54,17.71,1008.93,17.51
12:11:54.369,73.63,17.69,1008.92,17.52
12:11:55.396,73.5,17.71,1008.91,17.53
12:11:56.423,73.48,17.73,1008.89,17.52
12:11:57.405,73.56,17.73,1008.89,17.52
12:11:58.435,73.55,17.71,1008.88,17.52
12:11:59.464,73.5,17.67,1008.92,17.51
12:12:00.495,73.54,17.71,1008.87,17.5
12:12:01.522,73.49,17.71,1008.9,17.49
12:12:02.551,73.46,17.71,1008.92,17.49
12:12:03.577,73.44,17.65,1008.86,17.48
12:12:04.603,73.27,17.67,1008.93,17.48
12:12:05.633,73.38,17.69,1008.89,17.48
12:12:06.617,73.5,17.6,1008.9,17.48
12:12:07.642,73.41,17.67,1008.91,17.49
12:12:08.674,73.46,17.71,1008.87,17.48
12:12:09.699,73.41,17.69,1008.91,17.48
12:12:10.729,73.42,17.65,1008.9,17.47
12:12:11.758,73.5,17.65,1008.89,17.47
12:12:12.787,73.5,17.69,1008.94,17.47
12:12:13.774,73.5,17.73,1008.92,17.47
12:12:14.803,73.46,17.67,1008.88,17.48
12:12:15.829,73.37,17.64,1008.9,17.47
12:12:16.858,73.36,17.64,1008.87,17.46
12:12:17.891,73.44,17.65,1008.87,17.47
12:12:18.921,73.39,17.58,1008.89,17.45
12:12:19.951,73.48,17.67,1008.91,17.47
12:12:20.980,73.44,17.62,1008.89,17.46
12:12:21.962,73.46,17.62,1008.91,17.47
12:12:22.992,73.36,17.6,1008.89,17.47
12:12:24.024,73.3,17.62,1008.88,17.46
12:12:25.050,73.4,17.62,1008.87,17.45
12:12:26.079,73.4,17.6,1008.86,17.46
12:12:27.107,73.29,17.6,1008.91,17.47
12:12:28.138,73.34,17.62,1008.85,17.46
12:12:29.122,73.3,17.64,1008.89,17.47
12:12:30.182,73.27,17.62,1008.9,17.48
12:12:31.167,73.35,17.62,1008.88,17.48
12:12:32.197,73.23,17.65,1008.88,17.48
12:12:33.226,73.2,17.62,1008.92,17.49
12:12:34.259,73.29,17.65,1008.93,17.5
12:12:35.286,73.17,17.67,1008.88,17.49
12:12:36.321,73.22,17.65,1008.89,17.49
12:12:37.348,73.28,17.67,1008.88,17.49
12:12:38.332,73.24,17.65,1008.93,17.5
12:12:39.362,73.21,17.67,1008.86,17.5
12:12:40.392,73.25,17.65,1008.89,17.5
12:12:41.421,73.34,17.67,1008.9,17.5
12:12:42.452,73.14,17.62,1008.87,17.5
12:12:43.484,73.18,17.62,1008.87,17.5
12:12:44.508,73.25,17.65,1008.87,17.5
12:12:45.489,73.12,17.6,1008.87,17.51
12:12:46.518,73.17,17.62,1008.85,17.5
12:12:47.549,73.24,17.65,1008.86,17.51
12:12:48.578,73.16,17.65,1008.87,17.51
12:12:49.607,73.18,17.67,1008.86,17.51
12:12:50.638,73.15,17.64,1008.89,17.51
12:12:51.669,73.14,17.62,1008.86,17.5
12:12:52.657,73.11,17.69,1008.9,17.5
12:12:53.686,73.17,17.67,1008.89,17.5
12:12:54.714,73.21,17.65,1008.9,17.5
12:12:55.743,73.14,17.64,1008.88,17.5
12:12:56.775,73.19,17.67,1008.85,17.49
12:12:57.764,73.19,17.67,1008.88,17.5
12:12:58.795,73.09,17.69,1008.89,17.49
12:12:59.825,73.22,17.71,1008.87,17.49
12:13:00.855,73.08,17.69,1008.87,17.48
12:13:01.894,73.14,17.69,1008.86,17.47
12:13:02.923,73.26,17.67,1008.88,17.49
12:13:03.906,73.09,17.71,1008.88,17.48
12:13:04.937,73.14,17.65,1008.88,17.48
12:13:05.968,73.13,17.65,1008.9,17.48
12:13:06.996,73.12,17.65,1008.84,17.48
12:13:08.028,73.15,17.67,1008.85,17.47
12:13:09.013,73.03,17.71,1008.87,17.47
12:13:10.043,73.13,17.65,1008.88,17.47
12:13:11.073,73.11,17.65,1008.88,17.47
12:13:12.105,73.07,17.64,1008.85,17.45
12:13:13.138,73.15,17.62,1008.9,17.45
12:13:14.167,73.11,17.64,1008.85,17.45
12:13:15.151,73.28,17.67,1008.86,17.44
12:13:16.181,73.21,17.69,1008.84,17.43
12:13:17.209,73.25,17.64,1008.85,17.46
12:13:18.239,73.18,17.65,1008.86,17.43
12:13:19.271,73.25,17.67,1008.88,17.44
12:13:20.303,73.22,17.67,1008.89,17.43
12:13:21.334,73.11,17.64,1008.89,17.44
12:13:22.315,73.21,17.64,1008.86,17.42
12:13:23.345,73.31,17.67,1008.87,17.44
12:13:24.377,73.18,17.65,1008.89,17.42
12:13:25.410,73.12,17.62,1008.84,17.43
12:13:26.438,73.13,17.64,1008.85,17.43
12:13:27.467,73.13,17.65,1008.85,17.42
12:13:28.454,73.11,17.64,1008.88,17.43
12:13:29.483,73.07,17.6,1008.84,17.43
12:13:30.515,73.08,17.62,1008.88,17.43
12:13:31.544,73.22,17.62,1008.88,17.43
12:13:32.569,73.12,17.62,1008.86,17.42
12:13:33.601,73.19,17.6,1008.88,17.43
12:13:34.585,73.01,17.6,1008.89,17.41
12:13:35.617,73.12,17.58,1008.87,17.42
12:13:36.647,73.1,17.56,1008.88,17.43
12:13:37.677,73.03,17.58,1008.89,17.43
12:13:38.707,72.98,17.55,1008.9,17.43
12:13:39.739,73.05,17.56,1008.87,17.43
12:13:40.768,73.11,17.62,1008.83,17.41
12:13:41.751,73.09,17.6,1008.88,17.42
12:13:42.780,73.01,17.6,1008.89,17.41
12:13:43.808,72.98,17.6,1008.88,17.4
12:13:44.835,73.12,17.58,1008.88,17.4
12:13:45.868,73.09,17.56,1008.86,17.39
12:13:46.900,73.04,17.62,1008.89,17.39
12:13:47.927,73.09,17.6,1008.87,17.38
12:13:48.912,72.99,17.64,1008.84,17.37
12:13:49.940,72.98,17.56,1008.85,17.4
12:13:50.968,73.11,17.58,1008.87,17.4
12:13:51.996,73.07,17.58,1008.87,17.41
12:13:53.028,73.08,17.58,1008.88,17.41
12:13:54.061,73.1,17.6,1008.87,17.42
12:13:55.043,73.12,17.56,1008.89,17.41
12:13:56.073,73.09,17.58,1008.88,17.4
12:13:57.100,72.89,17.56,1008.84,17.4
12:13:58.126,73.03,17.56,1008.85,17.41
12:13:59.156,73.08,17.56,1008.88,17.42
12:14:00.184,73.03,17.58,1008.84,17.41
12:14:01.214,73.08,17.62,1008.86,17.41
12:14:02.243,73.06,17.58,1008.86,17.41
12:14:03.227,72.97,17.62,1008.82,17.41
12:14:04.257,73.1,17.6,1008.87,17.41
12:14:05.287,73.03,17.58,1008.87,17.41
12:14:06.315,73.1,17.6,1008.84,17.42
12:14:07.344,73.11,17.62,1008.86,17.42
12:14:08.373,73.1,17.58,1008.84,17.42
12:14:09.405,73.1,17.58,1008.85,17.43
12:14:10.386,73.11,17.58,1008.83,17.43
12:14:11.414,73.01,17.58,1008.89,17.43
12:14:12.442,73.09,17.58,1008.84,17.43
12:14:13.470,73.11,17.55,1008.85,17.42
12:14:14.500,73.04,17.58,1008.86,17.44
12:14:15.533,73.04,17.56,1008.88,17.44
12:14:16.561,73.12,17.58,1008.84,17.42
12:14:17.589,73.11,17.58,1008.88,17.43
12:14:18.571,73.18,17.62,1008.86,17.43
12:14:19.607,73.14,17.64,1008.82,17.44
12:14:20.638,73.09,17.58,1008.83,17.44
12:14:21.668,73.12,17.64,1008.87,17.45
12:14:22.702,73.09,17.6,1008.82,17.44
12:14:23.683,73.12,17.64,1008.81,17.45
12:14:24.714,73.2,17.62,1008.85,17.44
12:14:25.746,73.19,17.6,1008.83,17.43
12:14:26.773,73.14,17.58,1008.83,17.43
12:14:27.804,73.3,17.6,1008.84,17.42
12:14:28.833,73.16,17.64,1008.85,17.41
12:14:29.820,73.15,17.56,1008.86,17.42
12:14:30.851,73.15,17.6,1008.82,17.43
12:14:31.884,73.15,17.62,1008.85,17.43
12:14:32.914,73.08,17.6,1008.83,17.42
12:14:33.947,73.15,17.64,1008.85,17.43
12:14:34.976,73.05,17.6,1008.83,17.43
12:14:35.960,73.1,17.6,1008.85,17.44
12:14:36.991,73.12,17.62,1008.85,17.44
12:14:38.025,73.11,17.6,1008.85,17.44
12:14:39.060,73.15,17.6,1008.85,17.44
12:14:40.091,73.17,17.62,1008.85,17.44
12:14:41.074,73.09,17.58,1008.83,17.44
12:14:42.101,73.09,17.62,1008.87,17.43
12:14:43.133,73.17,17.62,1008.88,17.42
12:14:44.163,73.13,17.6,1008.83,17.43
12:14:45.193,73.16,17.62,1008.86,17.44
12:14:46.227,73.2,17.6,1008.82,17.44
12:14:47.255,73.18,17.6,1008.84,17.44
12:14:48.238,73.22,17.58,1008.85,17.45
12:14:49.269,73.17,17.56,1008.87,17.44
12:14:50.302,73.3,17.6,1008.87,17.44
12:14:51.332,73.29,17.6,1008.82,17.43
12:14:52.362,73.24,17.58,1008.86,17.43
12:14:53.388,73.27,17.62,1008.86,17.43
12:14:54.417,73.31,17.58,1008.85,17.42
12:14:55.400,73.23,17.62,1008.85,17.43
12:14:56.431,73.28,17.62,1008.83,17.43
12:14:57.460,73.15,17.55,1008.85,17.43
12:14:58.491,73.34,17.6,1008.86,17.44
12:14:59.522,73.28,17.6,1008.87,17.45
12:15:00.552,73.18,17.56,1008.86,17.44
12:15:01.577,73.37,17.58,1008.86,17.44
12:15:02.561,73.45,17.56,1008.82,17.43
12:15:03.588,73.33,17.55,1008.86,17.43
12:15:04.619,73.39,17.58,1008.86,17.43
12:15:05.648,73.4,17.56,1008.87,17.43
12:15:06.681,73.33,17.6,1008.85,17.44
12:15:07.708,73.38,17.58,1008.86,17.44
12:15:08.739,73.33,17.51,1008.85,17.44
12:15:09.725,73.45,17.55,1008.85,17.44
12:15:10.756,73.36,17.53,1008.84,17.43
12:15:11.791,73.33,17.56,1008.86,17.44
12:15:12.820,73.48,17.55,1008.87,17.43
12:15:13.853,73.45,17.53,1008.85,17.43
12:15:14.835,73.47,17.55,1008.83,17.43
12:15:15.867,73.47,17.53,1008.83,17.43
12:15:16.894,73.44,17.55,1008.84,17.44
12:15:17.922,73.55,17.56,1008.8,17.43
12:15:18.952,73.53,17.53,1008.88,17.42
12:15:19.982,73.47,17.53,1008.84,17.4
12:15:21.013,73.54,17.55,1008.85,17.41
12:15:21.996,73.39,17.55,1008.86,17.41
12:15:23.029,73.56,17.53,1008.84,17.41
12:15:24.057,73.51,17.47,1008.8,17.4
12:15:25.091,73.53,17.53,1008.84,17.4
12:15:26.118,73.49,17.55,1008.83,17.4
12:15:27.147,73.56,17.53,1008.88,17.41
12:15:28.177,73.51,17.53,1008.82,17.41
12:15:29.164,73.59,17.55,1008.84,17.41
12:15:30.192,73.53,17.51,1008.86,17.41
12:15:31.225,73.56,17.53,1008.86,17.41
12:15:32.257,73.69,17.49,1008.82,17.41
