'HH:MM:SS.SSS', 'HR(%)', 'T1(C)', 'P(hPa)','T2(C)'
12:47:32.263,53.7,22.68,1008.52,22.4
12:47:33.248,53.65,22.69,1008.51,22.38
12:47:34.274,53.69,22.66,1008.48,22.39
12:47:35.305,53.59,22.62,1008.49,22.36
12:47:36.333,53.71,22.64,1008.51,22.35
12:47:37.363,53.7,22.6,1008.52,22.4
12:47:38.395,53.67,22.6,1008.52,22.41
12:47:39.381,53.74,22.59,1008.51,22.42
12:47:40.407,53.75,22.64,1008.52,22.41
12:47:41.436,53.79,22.59,1008.52,22.4
12:47:42.470,53.78,22.59,1008.55,22.39
12:47:43.498,53.8,22.6,1008.51,22.4
12:47:44.529,53.72,22.62,1008.47,22.4
12:47:45.560,53.84,22.64,1008.52,22.42
12:47:46.547,53.66,22.64,1008.51,22.41
12:47:47.575,53.79,22.68,1008.49,22.41
12:47:48.609,53.95,22.66,1008.54,22.42
12:47:49.637,53.91,22.69,1008.52,22.41
12:47:50.670,53.94,22.66,1008.52,22.41
12:47:51.653,54,22.66,1008.5,22.42
12:47:52.686,54.03,22.68,1008.48,22.42
12:47:53.719,54.08,22.64,1008.52,22.44
12:47:54.748,54.14,22.68,1008.5,22.44
12:47:55.777,54.16,22.68,1008.51,22.45
12:47:56.805,54.17,22.68,1008.48,22.44
12:47:57.790,54.11,22.64,1008.53,22.44
12:47:58.822,54.25,22.66,1008.54,22.45
12:47:59.850,54.29,22.69,1008.52,22.45
12:48:00.879,54.28,22.68,1008.49,22.44
12:48:01.906,54.2,22.68,1008.53,22.45
12:48:02.937,54.35,22.68,1008.5,22.45
12:48:03.967,54.26,22.69,1008.5,22.44
12:48:04.949,54.15,22.62,1008.49,22.43
12:48:05.978,54.33,22.68,1008.51,22.43
12:48:07.008,54.23,22.69,1008.51,22.44
12:48:08.036,54.3,22.68,1008.49,22.44
12:48:09.061,54.27,22.69,1008.52,22.45
12:48:10.093,54.24,22.69,1008.52,22.47
12:48:11.120,54.34,22.73,1008.5,22.47
12:48:12.151,54.33,22.69,1008.51,22.48
12:48:13.178,54.41,22.71,1008.54,22.45
12:48:14.162,54.34,22.69,1008.52,22.48
12:48:15.192,54.32,22.69,1008.53,22.47
12:48:16.222,54.38,22.69,1008.5,22.48
12:48:17.258,54.39,22.68,1008.52,22.46
12:48:18.284,54.37,22.73,1008.49,22.45
12:48:19.312,54.35,22.69,1008.49,22.46
12:48:20.295,54.45,22.71,1008.5,22.47
12:48:21.325,54.3,22.73,1008.53,22.47
12:48:22.358,54.4,22.75,1008.48,22.47
12:48:23.388,54.34,22.73,1008.53,22.47
12:48:24.415,54.39,22.73,1008.53,22.46
12:48:25.439,54.36,22.71,1008.54,22.45
12:48:26.471,54.36,22.71,1008.51,22.45
12:48:27.452,54.46,22.68,1008.5,22.45
12:48:28.484,54.33,22.68,1008.49,22.47
12:48:29.514,54.31,22.68,1008.49,22.47
12:48:30.544,54.33,22.68,1008.49,22.47
12:48:31.572,54.4,22.69,1008.52,22.46
12:48:32.603,54.33,22.68,1008.52,22.44
12:48:33.590,54.31,22.68,1008.51,22.44
12:48:34.616,54.28,22.69,1008.53,22.43
12:48:35.647,54.34,22.69,1008.53,22.37
12:48:36.675,54.32,22.64,1008.51,22.34
12:48:37.709,54.28,22.66,1008.55,22.35
12:48:38.743,54.12,22.59,1008.51,22.31
12:48:39.770,54.26,22.59,1008.57,22.3
12:48:40.750,54.26,22.6,1008.5,22.34
12:48:41.784,54.31,22.57,1008.52,22.33
12:48:42.812,54.28,22.59,1008.54,22.35
12:48:43.840,54.31,22.57,1008.5,22.29
12:48:44.872,54.34,22.59,1008.47,22.29
12:48:45.903,54.31,22.5,1008.53,22.29
12:48:46.929,54.29,22.51,1008.49,22.29
12:48:47.913,54.3,22.5,1008.5,22.27
12:48:48.948,54.29,22.5,1008.52,22.27
12:48:49.981,54.35,22.48,1008.49,22.25
12:48:51.009,54.29,22.48,1008.5,22.23
12:48:52.040,54.41,22.48,1008.49,22.19
12:48:53.068,54.41,22.42,1008.47,22.12
12:48:54.052,54.29,22.48,1008.52,22.1
12:48:55.082,54.4,22.46,1008.49,22.07
12:48:56.111,54.34,22.46,1008.5,22.02
12:48:57.140,54.34,22.41,1008.51,22.05
12:48:58.170,54.37,22.37,1008.49,22.05
12:48:59.184,54.36,22.32,1008.48,22.05
12:49:00.211,54.44,22.26,1008.5,22.04
12:49:01.243,54.33,22.3,1008.5,22.04
12:49:02.273,54.5,22.24,1008.49,21.97
12:49:03.256,54.36,22.28,1008.5,21.95
12:49:04.287,54.39,22.28,1008.53,21.9
12:49:05.317,54.49,22.26,1008.51,21.93
12:49:06.346,54.49,22.23,1008.52,21.91
12:49:07.371,54.48,22.19,1008.49,21.94
12:49:08.400,54.45,22.19,1008.51,21.95
12:49:09.430,54.57,22.21,1008.53,21.97
12:49:10.410,54.5,22.21,1008.48,21.94
12:49:11.436,54.65,22.21,1008.49,21.91
12:49:12.469,54.56,22.19,1008.49,21.92
12:49:13.498,54.69,22.19,1008.5,21.92
12:49:14.528,54.72,22.17,1008.5,21.9
12:49:15.561,54.76,22.15,1008.47,21.9
12:49:16.590,54.77,22.17,1008.52,21.9
12:49:17.574,54.73,22.17,1008.51,21.89
12:49:18.604,54.87,22.15,1008.5,21.89
12:49:19.633,54.84,22.17,1008.53,21.87
12:49:20.664,54.81,22.17,1008.53,21.87
12:49:21.694,54.97,22.14,1008.52,21.86
12:49:22.718,54.92,22.19,1008.51,21.83
12:49:23.748,54.94,22.19,1008.49,21.87
12:49:24.735,54.98,22.17,1008.53,21.9
12:49:25.764,54.95,22.21,1008.5,21.9
12:49:26.793,54.98,22.19,1008.49,21.87
12:49:27.824,54.94,22.19,1008.51,21.89
12:49:28.856,55.03,22.21,1008.52,21.91
12:49:29.887,55.18,22.17,1008.52,21.92
12:49:30.869,55.12,22.21,1008.5,21.93
12:49:31.897,55.09,22.19,1008.51,21.91
12:49:32.929,55.16,22.19,1008.47,21.91
12:49:33.961,55.07,22.17,1008.52,21.9
12:49:34.990,55.08,22.15,1008.51,21.9
12:49:36.019,55.12,22.15,1008.49,21.84
12:49:37.051,55.06,22.15,1008.54,21.83
12:49:38.034,55.21,22.12,1008.52,21.82
12:49:39.064,55.21,22.17,1008.49,21.82
12:49:40.092,55.28,22.12,1008.49,21.8
12:49:41.123,55.25,22.1,1008.5,21.78
12:49:42.151,55.25,22.14,1008.5,21.79
12:49:43.183,55.3,22.12,1008.51,21.77
12:49:44.168,55.41,22.12,1008.52,21.73
12:49:45.201,55.33,22.1,1008.53,21.73
12:49:46.235,55.36,22.12,1008.51,21.73
12:49:47.268,55.43,22.1,1008.5,21.78
12:49:48.297,55.33,22.12,1008.53,21.78
12:49:49.283,55.4,22.06,1008.47,21.76
12:49:50.309,55.38,22.06,1008.48,21.72
12:49:51.343,55.49,22.03,1008.51,21.72
12:49:52.373,55.49,21.99,1008.49,21.74
12:49:53.400,55.56,22.03,1008.49,21.75
12:49:54.428,55.57,22.03,1008.51,21.74
12:49:55.415,55.59,22.03,1008.5,21.74
12:49:56.446,55.47,21.99,1008.48,21.72
12:49:57.474,55.61,21.97,1008.47,21.69
12:49:58.507,55.66,21.92,1008.5,21.71
12:49:59.533,55.7,21.94,1008.48,21.68
12:50:00.566,55.67,21.97,1008.49,21.7
12:50:01.596,55.64,21.96,1008.5,21.73
12:50:02.578,55.75,21.94,1008.54,21.72
12:50:03.609,55.72,21.96,1008.53,21.73
12:50:04.638,55.75,21.94,1008.49,21.72
12:50:05.668,55.85,21.94,1008.52,21.71
12:50:06.701,55.84,21.94,1008.49,21.68
12:50:07.727,55.95,21.9,1008.48,21.67
12:50:08.753,55.99,21.97,1008.5,21.6
12:50:09.782,55.94,21.96,1008.47,21.61
12:50:10.768,56.04,21.9,1008.49,21.61
12:50:11.795,56.02,21.9,1008.52,21.6
12:50:12.826,56.02,21.94,1008.48,21.57
12:50:13.856,56.08,21.94,1008.48,21.61
12:50:14.883,55.94,21.9,1008.52,21.59
12:50:15.916,56.07,21.9,1008.47,21.58
12:50:16.900,56.06,21.9,1008.52,21.61
12:50:17.929,56.09,21.94,1008.5,21.56
12:50:18.956,56.12,21.92,1008.52,21.56
12:50:19.991,56.13,21.88,1008.51,21.54
12:50:21.021,56.24,21.92,1008.53,21.59
12:50:22.049,56.2,21.9,1008.51,21.61
12:50:23.033,56.19,21.88,1008.48,21.6
12:50:24.065,56.16,21.9,1008.49,21.59
12:50:25.092,56.23,21.94,1008.48,21.57
12:50:26.127,56.27,21.92,1008.51,21.6
12:50:27.157,56.28,21.9,1008.49,21.61
12:50:28.184,56.3,21.94,1008.5,21.6
12:50:29.214,56.53,21.94,1008.51,21.62
12:50:30.238,56.41,21.92,1008.48,21.63
12:50:31.220,56.38,21.9,1008.5,21.63
12:50:32.246,56.34,21.97,1008.5,21.63
12:50:33.269,56.53,21.94,1008.49,21.62
12:50:34.298,56.4,21.88,1008.51,21.6
12:50:35.352,56.4,21.88,1008.49,21.63
12:50:36.373,56.47,21.87,1008.51,21.63
12:50:37.355,56.41,21.87,1008.5,21.59
12:50:38.422,56.41,21.94,1008.48,21.61
12:50:39.403,56.53,21.96,1008.46,21.6
12:50:40.433,56.47,21.88,1008.47,21.6
12:50:41.457,56.53,21.92,1008.51,21.62
12:50:42.484,56.58,21.92,1008.53,21.61
12:50:43.516,56.53,21.96,1008.48,21.62
12:50:44.546,56.56,21.97,1008.48,21.61
12:50:45.572,56.53,21.96,1008.5,21.6
12:50:46.559,56.5,21.94,1008.5,21.59
12:50:47.587,56.51,21.94,1008.5,21.61
12:50:48.620,56.54,21.94,1008.49,21.62
12:50:49.649,56.66,21.92,1008.51,21.65
12:50:50.685,56.68,21.94,1008.5,21.64
12:50:51.715,56.68,21.97,1008.48,21.64
12:50:52.703,56.63,21.94,1008.53,21.55
12:50:53.733,56.68,21.87,1008.49,21.61
12:50:54.762,56.65,21.87,1008.5,21.61
12:50:55.793,56.74,21.92,1008.51,21.64
12:50:56.823,56.65,21.9,1008.52,21.63
12:50:57.855,56.69,21.92,1008.51,21.63
12:50:58.839,56.69,21.94,1008.48,21.62
12:50:59.868,56.82,21.92,1008.52,21.62
12:51:00.897,56.71,21.87,1008.52,21.56
12:51:01.921,56.68,21.85,1008.53,21.53
12:51:02.948,56.81,21.79,1008.5,21.49
12:51:03.982,56.78,21.78,1008.5,21.44
12:51:05.014,56.85,21.72,1008.52,21.4
12:51:05.994,57.54,21.65,1008.48,21.38
12:51:07.024,59,21.69,1008.49,21.39
12:51:08.056,59.41,21.67,1008.49,21.36
12:51:09.083,59.29,21.65,1008.5,21.31
12:51:10.110,58.65,21.69,1008.53,21.31
12:51:11.139,60.32,21.61,1008.49,21.3
12:51:12.172,60.36,21.65,1008.51,21.28
12:51:13.153,60.06,21.61,1008.5,21.28
12:51:14.178,60.26,21.58,1008.54,21.28
12:51:15.211,60.43,21.58,1008.49,21.29
12:51:16.236,60.16,21.61,1008.51,21.27
12:51:17.266,59.81,21.54,1008.5,21.23
12:51:18.294,59.82,21.54,1008.52,21.25
12:51:19.326,59.85,21.52,1008.51,21.24
12:51:20.358,59.93,21.54,1008.51,21.25
12:51:21.342,59.84,21.49,1008.47,21.22
12:51:22.373,59.89,21.52,1008.52,21.21
12:51:23.404,59.92,21.51,1008.49,21.21
12:51:24.439,59.94,21.47,1008.49,21.18
12:51:25.466,59.95,21.43,1008.51,21.16
12:51:26.450,59.96,21.42,1008.48,21.17
12:51:27.482,60.03,21.4,1008.48,21.15
12:51:28.516,60.03,21.4,1008.46,21.18
12:51:29.545,60.1,21.4,1008.48,21.16
12:51:30.575,60.05,21.4,1008.47,21.17
12:51:31.610,60.03,21.4,1008.48,21.18
12:51:32.593,60.18,21.43,1008.5,21.19
12:51:33.623,60.16,21.4,1008.51,21.2
12:51:34.653,60.09,21.38,1008.47,21.18
12:51:35.683,60.19,21.36,1008.46,21.19
12:51:36.717,60.32,21.4,1008.52,21.19
12:51:37.704,60.28,21.4,1008.47,21.2
12:51:38.733,60.3,21.33,1008.5,21.2
12:51:39.765,60.4,21.38,1008.5,21.19
12:51:40.790,60.47,21.38,1008.52,21.19
12:51:41.820,60.55,21.38,1008.5,21.18
12:51:42.850,60.58,21.38,1008.49,21.19
12:51:43.837,60.57,21.34,1008.51,21.19
12:51:44.867,60.63,21.38,1008.49,21.2
12:51:45.897,60.58,21.4,1008.48,21.19
12:51:46.927,60.61,21.36,1008.46,21.18
12:51:47.960,60.73,21.38,1008.48,21.16
12:51:48.987,60.8,21.34,1008.5,21.16
12:51:50.016,60.74,21.36,1008.52,21.15
12:51:50.999,60.77,21.34,1008.52,21.15
12:51:52.033,60.77,21.38,1008.46,21.15
12:51:53.062,60.77,21.38,1008.47,21.16
12:51:54.092,60.85,21.36,1008.48,21.16
12:51:55.122,60.83,21.4,1008.49,21.18
12:51:56.156,60.88,21.38,1008.5,21.19
12:51:57.139,60.91,21.34,1008.49,21.18
12:51:58.165,60.88,21.36,1008.49,21.17
12:51:59.195,60.94,21.33,1008.5,21.16
12:52:00.229,60.97,21.34,1008.48,21.15
12:52:01.261,60.95,21.36,1008.51,21.14
12:52:02.290,60.92,21.34,1008.48,21.11
12:52:03.273,60.95,21.34,1008.44,21.11
12:52:04.309,61.07,21.31,1008.46,21.13
12:52:05.336,60.95,21.34,1008.51,21.11
12:52:06.365,60.94,21.36,1008.49,21.11
12:52:07.389,60.99,21.31,1008.48,21.08
12:52:08.419,60.96,21.29,1008.49,21.1
12:52:09.449,60.97,21.27,1008.47,21.09
12:52:10.431,60.95,21.31,1008.49,21.03
12:52:11.462,60.93,21.22,1008.46,21.04
12:52:12.492,61.03,21.27,1008.48,21.04
12:52:13.522,60.89,21.25,1008.52,21.03
12:52:14.552,61.02,21.24,1008.48,21.01
12:52:15.579,61.03,21.24,1008.46,21.04
12:52:16.602,61.05,21.25,1008.48,21.03
12:52:17.636,61.05,21.27,1008.43,21.01
12:52:18.620,61.1,21.2,1008.46,21.03
12:52:19.649,61.12,21.25,1008.48,21.03
12:52:20.681,61.06,21.24,1008.45,21.02
12:52:21.709,60.98,21.18,1008.49,21.03
12:52:22.743,61.14,21.25,1008.45,21.01
12:52:23.731,61.04,21.24,1008.46,21.02
12:52:24.763,61.12,21.25,1008.49,21.02
12:52:25.790,61.1,21.22,1008.45,20.98
12:52:26.820,61.15,21.22,1008.46,20.94
12:52:27.849,61.11,21.2,1008.49,20.99
12:52:28.876,61.18,21.24,1008.45,21
12:52:29.908,61.15,21.2,1008.48,21.02
12:52:30.891,61.19,21.22,1008.49,21.03
12:52:31.920,61.27,21.22,1008.49,21.01
12:52:32.949,61.35,21.2,1008.44,20.99
12:52:33.984,61.23,21.16,1008.44,21.01
12:52:35.013,61.41,21.25,1008.47,20.99
12:52:36.047,61.4,21.22,1008.48,20.98
12:52:37.027,61.45,21.22,1008.43,20.99
12:52:38.058,61.4,21.18,1008.46,21.01
12:52:39.090,61.45,21.2,1008.47,21
12:52:40.118,61.41,21.15,1008.46,21
12:52:41.148,61.46,21.16,1008.43,21.01
12:52:42.175,61.48,21.2,1008.46,21
12:52:43.206,61.58,21.16,1008.47,21.01
12:52:44.189,61.68,21.18,1008.5,21.03
12:52:45.216,61.73,21.18,1008.42,20.98
12:52:46.248,61.54,21.18,1008.47,20.95
12:52:47.277,61.61,21.15,1008.5,20.99
12:52:48.306,61.75,21.15,1008.48,20.97
12:52:49.336,61.69,21.13,1008.47,20.96
12:52:50.365,61.77,21.11,1008.48,20.97
12:52:51.351,61.73,21.11,1008.47,20.96
12:52:52.386,61.73,21.11,1008.45,20.94
12:52:53.417,61.81,21.09,1008.47,20.94
12:52:54.447,61.85,21.11,1008.47,20.93
12:52:55.476,61.78,21.07,1008.44,20.91
12:52:56.467,61.8,21.09,1008.44,20.89
12:52:57.498,61.8,21.09,1008.45,20.92
12:52:58.510,61.84,21.02,1008.48,20.89
12:52:59.540,61.83,21.04,1008.46,20.87
12:53:00.573,61.9,21,1008.48,20.92
12:53:01.602,61.87,21.04,1008.48,20.91
12:53:02.633,61.93,21.09,1008.47,20.92
12:53:03.661,62,21.04,1008.46,20.89
12:53:04.692,61.93,21.04,1008.46,20.87
12:53:05.677,61.97,21.02,1008.46,20.88
12:53:06.707,62.02,21,1008.47,20.9
12:53:07.737,61.97,21.02,1008.47,20.89
12:53:08.765,62.07,21.02,1008.49,20.89
12:53:09.800,62.18,21.04,1008.45,20.86
12:53:10.827,62.06,21.02,1008.47,20.86
12:53:11.811,62.09,21.06,1008.47,20.85
12:53:12.842,62.06,21.02,1008.47,20.85
12:53:13.873,62.12,21.02,1008.47,20.84
12:53:14.904,62.13,21,1008.49,20.86
12:53:15.934,62.05,21,1008.49,20.87
12:53:16.964,62.15,21.06,1008.49,20.86
12:53:17.946,62.23,21.06,1008.47,20.87
12:53:18.978,62.21,21.04,1008.45,20.86
12:53:20.007,62.12,21.06,1008.5,20.86
12:53:21.037,62.16,21.04,1008.45,20.86
12:53:22.069,62.17,21.02,1008.44,20.86
12:53:23.102,62.21,21.06,1008.48,20.85
12:53:24.091,62.17,21.04,1008.47,20.83
12:53:25.122,62.37,21.02,1008.48,20.8
12:53:26.152,62.09,20.98,1008.46,20.84
12:53:27.182,62.25,21.04,1008.44,20.81
12:53:28.213,62.26,21.04,1008.49,20.82
12:53:29.241,62.25,21.02,1008.47,20.84
12:53:30.223,62.22,21.04,1008.44,20.81
12:53:31.252,62.31,20.98,1008.51,20.81
12:53:32.278,62.35,21.02,1008.46,20.77
12:53:33.309,62.32,21,1008.44,20.79
12:53:34.338,62.43,20.97,1008.43,20.76
12:53:35.367,62.27,20.98,1008.49,20.78
12:53:36.400,62.52,21,1008.46,20.78
12:53:37.383,62.53,20.98,1008.47,20.8
12:53:38.415,62.45,20.97,1008.44,20.79
12:53:39.445,62.42,20.97,1008.45,20.8
12:53:40.473,62.47,20.97,1008.5,20.81
12:53:41.500,62.56,20.97,1008.48,20.8
12:53:42.531,62.55,20.97,1008.46,20.79
12:53:43.519,62.48,20.91,1008.49,20.8
12:53:44.546,62.65,20.95,1008.49,20.79
12:53:45.578,62.56,20.91,1008.49,20.78
12:53:46.609,62.58,20.95,1008.47,20.8
12:53:47.641,62.67,20.95,1008.46,20.77
12:53:48.673,62.64,20.93,1008.47,20.77
12:53:49.701,62.71,20.91,1008.47,20.73
12:53:50.685,62.6,20.88,1008.45,20.74
12:53:51.719,62.55,20.89,1008.5,20.72
12:53:52.751,62.64,20.91,1008.47,20.72
12:53:53.784,62.58,20.91,1008.48,20.73
12:53:54.814,62.59,20.93,1008.44,20.74
12:53:55.797,62.63,20.91,1008.46,20.73
12:53:56.828,62.68,20.95,1008.47,20.74
12:53:57.858,62.66,20.89,1008.49,20.71
12:53:58.891,62.6,20.91,1008.47,20.73
12:53:59.924,62.72,20.89,1008.47,20.74
12:54:00.954,62.73,20.95,1008.47,20.74
12:54:01.937,62.68,20.91,1008.47,20.74
12:54:02.970,62.77,20.88,1008.49,20.75
12:54:04.000,62.81,20.86,1008.47,20.74
12:54:05.023,62.78,20.91,1008.49,20.73
12:54:06.057,62.73,20.91,1008.5,20.73
12:54:07.086,62.86,20.93,1008.49,20.73
12:54:08.119,62.69,20.93,1008.49,20.74
12:54:09.101,62.77,20.97,1008.49,20.74
12:54:10.133,62.76,20.91,1008.47,20.75
12:54:11.167,62.81,20.93,1008.45,20.74
12:54:12.194,62.75,20.88,1008.47,20.74
12:54:13.226,62.71,20.93,1008.43,20.71
12:54:14.255,62.75,20.89,1008.46,20.7
12:54:15.241,62.8,20.89,1008.44,20.72
12:54:16.271,62.69,20.89,1008.45,20.74
12:54:17.301,62.68,20.91,1008.46,20.73
12:54:18.333,62.8,20.93,1008.46,20.72
12:54:19.357,62.73,20.93,1008.48,20.7
12:54:20.375,62.65,20.93,1008.48,20.69
12:54:21.404,62.64,20.91,1008.43,20.69
12:54:22.431,62.76,20.86,1008.44,20.67
12:54:23.414,62.75,20.88,1008.44,20.63
12:54:24.444,62.66,20.86,1008.49,20.65
12:54:25.475,62.61,20.84,1008.47,20.69
12:54:26.507,62.64,20.89,1008.45,20.67
12:54:27.540,62.72,20.89,1008.42,20.63
12:54:28.571,62.63,20.86,1008.41,20.6
12:54:29.554,62.71,20.82,1008.45,20.62
12:54:30.586,62.68,20.84,1008.49,20.61
12:54:31.615,62.71,20.84,1008.45,20.6
12:54:32.646,62.56,20.86,1008.5,20.58
12:54:33.680,62.51,20.82,1008.45,20.59
12:54:34.711,62.65,20.82,1008.46,20.57
12:54:35.695,62.72,20.84,1008.48,20.58
12:54:36.725,62.52,20.82,1008.47,20.58
12:54:37.756,62.54,20.84,1008.49,20.55
12:54:38.783,62.55,20.8,1008.47,20.53
12:54:39.815,62.5,20.77,1008.5,20.56
12:54:40.845,62.54,20.8,1008.44,20.54
12:54:41.830,62.54,20.79,1008.49,20.55
12:54:42.858,62.55,20.79,1008.47,20.53
12:54:43.886,62.49,20.77,1008.47,20.55
12:54:44.916,62.54,20.79,1008.48,20.52
12:54:45.951,62.56,20.79,1008.46,20.53
12:54:46.983,62.57,20.8,1008.49,20.53
12:54:48.010,62.56,20.77,1008.45,20.51
12:54:48.993,62.58,20.8,1008.45,20.52
12:54:50.023,62.53,20.77,1008.44,20.46
12:54:51.056,62.6,20.75,1008.46,20.48
12:54:52.085,62.55,20.73,1008.47,20.49
12:54:53.117,62.66,20.73,1008.48,20.49
12:54:54.146,62.59,20.73,1008.44,20.47
12:54:55.129,62.62,20.75,1008.49,20.47
12:54:56.164,62.71,20.73,1008.46,20.45
12:54:57.191,62.81,20.73,1008.49,20.45
12:54:58.219,62.72,20.68,1008.48,20.46
12:54:59.251,62.67,20.71,1008.5,20.45
12:55:00.281,62.73,20.71,1008.44,20.47
12:55:01.263,62.77,20.7,1008.46,20.47
12:55:02.289,62.88,20.73,1008.47,20.46
12:55:03.319,62.92,20.7,1008.43,20.48
12:55:04.351,62.92,20.71,1008.48,20.47
12:55:05.384,62.88,20.71,1008.47,20.45
12:55:06.417,63.06,20.71,1008.46,20.44
12:55:07.405,62.98,20.66,1008.44,20.44
12:55:08.435,63.03,20.61,1008.43,20.45
12:55:09.467,63.05,20.66,1008.47,20.45
12:55:10.495,63,20.7,1008.45,20.45
12:55:11.527,63.11,20.66,1008.47,20.42
12:55:12.555,63.07,20.66,1008.48,20.39
12:55:13.579,63.07,20.61,1008.45,20.4
12:55:14.562,63.08,20.62,1008.51,20.4
12:55:15.591,63.03,20.66,1008.46,20.41
12:55:16.621,63.13,20.66,1008.49,20.38
12:55:17.654,63.02,20.64,1008.44,20.4
12:55:18.686,63.06,20.62,1008.43,20.41
12:55:19.716,63.1,20.62,1008.49,20.4
12:55:20.702,62.98,20.59,1008.47,20.38
12:55:21.731,63,20.61,1008.47,20.4
12:55:22.755,63.16,20.62,1008.47,20.42
12:55:23.785,63.03,20.66,1008.47,20.43
12:55:24.812,63.21,20.7,1008.48,20.43
12:55:25.843,63.06,20.64,1008.47,20.43
12:55:26.871,63.16,20.61,1008.47,20.41
12:55:27.855,63.16,20.62,1008.49,20.41
12:55:28.889,63.22,20.64,1008.45,20.32
12:55:29.921,63.14,20.59,1008.44,20.32
12:55:30.944,63.08,20.61,1008.45,20.32
12:55:31.974,63.24,20.61,1008.46,20.33
12:55:33.006,63.19,20.59,1008.44,20.33
12:55:33.993,63.15,20.59,1008.48,20.32
12:55:35.022,63.13,20.62,1008.45,20.32
12:55:36.053,63.09,20.57,1008.45,20.31
12:55:37.084,63.21,20.53,1008.46,20.31
12:55:38.114,63.16,20.55,1008.49,20.28
12:55:39.138,63.12,20.52,1008.44,20.26
12:55:40.168,63.2,20.5,1008.47,20.23
12:55:41.151,63.19,20.48,1008.49,20.22
12:55:42.184,63.22,20.44,1008.47,20.23
12:55:43.218,63.16,20.46,1008.5,20.18
12:55:44.251,63.31,20.41,1008.44,20.17
12:55:45.285,63.31,20.41,1008.46,20.19
12:55:46.268,63.27,20.39,1008.47,20.17
12:55:47.298,63.32,20.34,1008.45,20.15
12:55:48.329,63.47,20.37,1008.43,20.15
12:55:49.360,63.35,20.34,1008.47,20.16
12:55:50.388,63.42,20.34,1008.44,20.15
12:55:51.421,63.42,20.28,1008.45,20.15
12:55:52.444,63.45,20.34,1008.45,20.12
12:55:53.429,63.52,20.34,1008.44,20.11
12:55:54.458,63.56,20.28,1008.45,20.12
12:55:55.486,63.6,20.28,1008.45,20.12
12:55:56.514,63.59,20.28,1008.46,20.1
12:55:57.547,63.64,20.26,1008.45,20.1
12:55:58.577,63.69,20.26,1008.47,20.1
12:55:59.610,63.7,20.26,1008.47,20.08
12:56:00.637,63.66,20.3,1008.47,20.06
12:56:01.623,63.77,20.28,1008.48,20.06
12:56:02.653,63.76,20.28,1008.45,20.05
12:56:03.683,63.81,20.25,1008.47,20.04
12:56:04.714,63.79,20.3,1008.44,20.06
12:56:05.745,63.91,20.25,1008.43,20.07
12:56:06.771,63.88,20.28,1008.45,20.04
12:56:07.753,63.92,20.28,1008.47,20.06
12:56:08.784,63.96,20.3,1008.48,20.02
12:56:09.811,63.88,20.23,1008.44,20.01
12:56:10.847,63.91,20.21,1008.48,20
12:56:11.875,63.96,20.21,1008.46,19.98
12:56:12.906,63.99,20.19,1008.41,19.99
12:56:13.889,63.98,20.17,1008.45,19.98
12:56:14.918,63.95,20.21,1008.46,19.96
12:56:15.948,63.95,20.19,1008.46,19.94
12:56:16.976,63.94,20.21,1008.45,19.95
12:56:18.011,64.05,20.19,1008.46,19.92
12:56:19.043,64.03,20.17,1008.44,19.91
12:56:20.026,64.04,20.16,1008.44,19.94
12:56:21.060,64.13,20.12,1008.45,19.92
12:56:22.088,64.19,20.1,1008.49,19.94
12:56:23.116,64.16,20.12,1008.47,19.94
12:56:24.147,64.05,20.16,1008.49,19.91
12:56:25.179,64.17,20.1,1008.43,19.91
12:56:26.162,64.19,20.08,1008.45,19.92
12:56:27.189,64.18,20.12,1008.43,19.9
12:56:28.220,64.27,20.12,1008.47,19.9
12:56:29.257,64.34,20.12,1008.48,19.92
12:56:30.288,64.35,20.12,1008.47,19.89
12:56:31.319,64.35,20.07,1008.45,19.88
12:56:32.301,64.35,20.1,1008.46,19.91
12:56:33.334,64.34,20.08,1008.45,19.89
12:56:34.359,64.37,20.1,1008.43,19.87
12:56:35.388,64.42,20.07,1008.45,19.86
12:56:36.419,64.46,20.08,1008.46,19.85
12:56:37.447,64.41,20.05,1008.48,19.88
12:56:38.477,64.46,20.07,1008.43,19.85
12:56:39.465,64.4,20.05,1008.46,19.82
12:56:40.495,64.43,20.03,1008.45,19.81
12:56:41.525,64.47,20.03,1008.41,19.84
12:56:42.552,64.45,20.03,1008.46,19.85
12:56:43.580,64.51,20.05,1008.46,19.81
12:56:44.610,64.54,20.05,1008.46,19.83
12:56:45.639,64.58,20.01,1008.44,19.79
12:56:46.624,64.61,19.98,1008.45,19.8
12:56:47.647,64.66,20.01,1008.44,19.83
12:56:48.681,64.62,20.03,1008.42,19.82
12:56:49.710,64.69,20.03,1008.45,19.84
12:56:50.738,64.69,20.03,1008.42,19.82
12:56:51.773,64.77,20.03,1008.47,19.82
12:56:52.756,64.76,20.03,1008.43,19.81
12:56:53.787,64.77,20.03,1008.44,19.8
12:56:54.819,64.69,20.05,1008.44,19.79
12:56:55.847,64.81,19.99,1008.44,19.77
12:56:56.878,64.79,19.99,1008.44,19.76
12:56:57.909,64.86,20.05,1008.45,19.76
12:56:58.894,64.74,19.98,1008.43,19.78
12:56:59.925,64.9,20.03,1008.46,19.77
12:57:00.957,64.84,20.07,1008.43,19.79
12:57:01.988,64.87,20.03,1008.44,19.8
12:57:03.021,64.88,20.05,1008.43,19.8
